"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C02172V02618","Taxation Class","C03396V04087","Colour","UNIT","VALUE"
"TEA26","New and Secondhand Vehicles","2012","2012","025","Secondhand Motor Cycles","15","Silver","Number","139"
"TEA26","New and Secondhand Vehicles","2012","2012","025","Secondhand Motor Cycles","16","Navy","Number","1"
"TEA26","New and Secondhand Vehicles","2012","2012","025","Secondhand Motor Cycles","17","Multi-coloured","Number","102"
"TEA26","New and Secondhand Vehicles","2012","2012","025","Secondhand Motor Cycles","18","Other","Number","1"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","-","All colours","Number","114725"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","01","Black","Number","27505"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","02","Grey","Number","20559"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","03","White","Number","5482"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","04","Beige","Number","1272"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","05","Brown","Number","3222"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","06","Orange","Number","123"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","07","Yellow","Number","130"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","08","Green","Number","1290"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","09","Blue","Number","15183"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","10","Purple","Number","425"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","11","Pink","Number","6"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","12","Red","Number","10292"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","13","Bronze","Number","402"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","14","Gold","Number","1130"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","15","Silver","Number","27681"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","16","Navy","Number","6"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","17","Multi-coloured","Number","17"
"TEA26","New and Secondhand Vehicles","2012","2012","03","All Private Cars","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","-","All colours","Number","15586"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","01","Black","Number","1080"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","02","Grey","Number","1029"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","03","White","Number","9310"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","04","Beige","Number","38"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","05","Brown","Number","69"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","06","Orange","Number","22"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","07","Yellow","Number","185"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","08","Green","Number","194"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","09","Blue","Number","998"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","10","Purple","Number","5"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","11","Pink","Number","1"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","12","Red","Number","1013"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","13","Bronze","Number","4"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","14","Gold","Number","39"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","15","Silver","Number","1447"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","16","Navy","Number","1"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","17","Multi-coloured","Number","151"
"TEA26","New and Secondhand Vehicles","2012","2012","04","All Goods Vehicles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","-","All colours","Number","3777"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","01","Black","Number","33"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","02","Grey","Number","5"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","03","White","Number","17"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","04","Beige","Number","0"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","05","Brown","Number","50"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","06","Orange","Number","91"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","07","Yellow","Number","54"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","08","Green","Number","902"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","09","Blue","Number","1047"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","10","Purple","Number","0"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","12","Red","Number","1415"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","13","Bronze","Number","0"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","14","Gold","Number","3"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","15","Silver","Number","27"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","17","Multi-coloured","Number","131"
"TEA26","New and Secondhand Vehicles","2012","2012","05","All Tractors","18","Other","Number","2"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","-","All colours","Number","2477"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","01","Black","Number","684"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","02","Grey","Number","118"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","03","White","Number","194"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","04","Beige","Number","6"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","05","Brown","Number","9"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","06","Orange","Number","53"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","07","Yellow","Number","64"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","08","Green","Number","104"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","09","Blue","Number","406"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","10","Purple","Number","18"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","12","Red","Number","481"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","13","Bronze","Number","4"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","14","Gold","Number","10"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","15","Silver","Number","213"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","16","Navy","Number","1"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","17","Multi-coloured","Number","111"
"TEA26","New and Secondhand Vehicles","2012","2012","06","All Motor Cycles","18","Other","Number","1"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","-","All colours","Number","8468"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","01","Black","Number","1231"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","02","Grey","Number","1105"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","03","White","Number","1168"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","04","Beige","Number","177"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","05","Brown","Number","301"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","06","Orange","Number","51"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","07","Yellow","Number","551"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","08","Green","Number","290"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","09","Blue","Number","931"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","10","Purple","Number","41"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","11","Pink","Number","2"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","12","Red","Number","956"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","13","Bronze","Number","36"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","14","Gold","Number","57"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","15","Silver","Number","1385"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","16","Navy","Number","1"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","17","Multi-coloured","Number","184"
"TEA26","New and Secondhand Vehicles","2012","2012","07","All Other Vehicles","18","Other","Number","1"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","-","All colours","Number","71348"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","01","Black","Number","16302"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","02","Grey","Number","12426"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","03","White","Number","6045"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","04","Beige","Number","806"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","05","Brown","Number","2465"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","06","Orange","Number","131"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","07","Yellow","Number","97"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","08","Green","Number","279"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","09","Blue","Number","7312"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","10","Purple","Number","146"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","12","Red","Number","7465"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","13","Bronze","Number","1293"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","14","Gold","Number","459"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","15","Silver","Number","16121"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","17","Multi-coloured","Number","1"
"TEA26","New and Secondhand Vehicles","2013","2013","011","New Private Cars","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","-","All colours","Number","11024"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","01","Black","Number","1012"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","02","Grey","Number","560"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","03","White","Number","6888"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","04","Beige","Number","26"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","05","Brown","Number","24"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","06","Orange","Number","23"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","07","Yellow","Number","88"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","08","Green","Number","123"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","09","Blue","Number","525"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","10","Purple","Number","5"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","12","Red","Number","646"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","13","Bronze","Number","4"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","14","Gold","Number","39"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","15","Silver","Number","1058"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","17","Multi-coloured","Number","3"
"TEA26","New and Secondhand Vehicles","2013","2013","012","New Goods Vehicles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","-","All colours","Number","4403"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","01","Black","Number","56"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","02","Grey","Number","3"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","03","White","Number","11"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","04","Beige","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","05","Brown","Number","24"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","06","Orange","Number","97"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","07","Yellow","Number","95"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","08","Green","Number","1225"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","09","Blue","Number","996"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","10","Purple","Number","1"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","12","Red","Number","1790"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","13","Bronze","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","14","Gold","Number","1"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","15","Silver","Number","57"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","17","Multi-coloured","Number","34"
"TEA26","New and Secondhand Vehicles","2013","2013","013","New Tractors","18","Other","Number","13"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","-","All colours","Number","878"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","01","Black","Number","258"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","02","Grey","Number","79"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","03","White","Number","93"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","04","Beige","Number","5"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","05","Brown","Number","4"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","06","Orange","Number","27"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","07","Yellow","Number","12"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","08","Green","Number","29"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","09","Blue","Number","111"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","10","Purple","Number","3"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","12","Red","Number","158"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","13","Bronze","Number","6"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","14","Gold","Number","2"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","15","Silver","Number","74"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","17","Multi-coloured","Number","17"
"TEA26","New and Secondhand Vehicles","2013","2013","014","New Motor Cycles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","-","All colours","Number","5234"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","01","Black","Number","769"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","02","Grey","Number","653"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","03","White","Number","691"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","04","Beige","Number","58"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","05","Brown","Number","226"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","06","Orange","Number","51"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","07","Yellow","Number","575"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","08","Green","Number","175"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","09","Blue","Number","395"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","10","Purple","Number","18"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","12","Red","Number","523"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","13","Bronze","Number","92"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","14","Gold","Number","17"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","15","Silver","Number","890"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","17","Multi-coloured","Number","100"
"TEA26","New and Secondhand Vehicles","2013","2013","01606","New Other Vehicles","18","Other","Number","1"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","-","All colours","Number","49762"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","01","Black","Number","13041"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","02","Grey","Number","8138"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","03","White","Number","2516"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","04","Beige","Number","446"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","05","Brown","Number","302"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","06","Orange","Number","83"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","07","Yellow","Number","80"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","08","Green","Number","591"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","09","Blue","Number","8310"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","10","Purple","Number","171"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","11","Pink","Number","5"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","12","Red","Number","3572"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","13","Bronze","Number","156"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","14","Gold","Number","152"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","15","Silver","Number","12180"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","16","Navy","Number","5"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","17","Multi-coloured","Number","14"
"TEA26","New and Secondhand Vehicles","2013","2013","021","Secondhand Private Cars","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","-","All colours","Number","7533"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","01","Black","Number","322"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","02","Grey","Number","141"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","03","White","Number","4953"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","04","Beige","Number","4"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","05","Brown","Number","5"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","06","Orange","Number","34"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","07","Yellow","Number","100"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","08","Green","Number","162"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","09","Blue","Number","568"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","10","Purple","Number","7"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","12","Red","Number","483"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","13","Bronze","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","14","Gold","Number","8"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","15","Silver","Number","608"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","17","Multi-coloured","Number","138"
"TEA26","New and Secondhand Vehicles","2013","2013","022","Secondhand Goods Vehicles","18","Other","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","-","All colours","Number","6598"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","01","Black","Number","31"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","02","Grey","Number","15"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","03","White","Number","97"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","04","Beige","Number","4"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","05","Brown","Number","249"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","06","Orange","Number","186"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","07","Yellow","Number","180"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","08","Green","Number","762"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","09","Blue","Number","2027"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","10","Purple","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","11","Pink","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","12","Red","Number","2745"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","13","Bronze","Number","1"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","14","Gold","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","15","Silver","Number","29"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","17","Multi-coloured","Number","250"
"TEA26","New and Secondhand Vehicles","2013","2013","023","Secondhand Tractors","18","Other","Number","22"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","-","All colours","Number","5576"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","01","Black","Number","497"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","02","Grey","Number","327"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","03","White","Number","858"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","04","Beige","Number","64"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","05","Brown","Number","50"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","06","Orange","Number","71"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","07","Yellow","Number","857"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","08","Green","Number","355"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","09","Blue","Number","820"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","10","Purple","Number","6"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","11","Pink","Number","2"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","12","Red","Number","981"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","13","Bronze","Number","11"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","14","Gold","Number","47"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","15","Silver","Number","446"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","16","Navy","Number","0"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","17","Multi-coloured","Number","173"
"TEA26","New and Secondhand Vehicles","2013","2013","024","Secondhand Other Vehicles","18","Other","Number","11"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","-","All colours","Number","1687"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","01","Black","Number","385"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","02","Grey","Number","59"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","03","White","Number","130"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","04","Beige","Number","11"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","05","Brown","Number","7"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","06","Orange","Number","35"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","07","Yellow","Number","62"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","08","Green","Number","86"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","09","Blue","Number","286"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","10","Purple","Number","13"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","11","Pink","Number","1"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","12","Red","Number","345"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","13","Bronze","Number","4"
"TEA26","New and Secondhand Vehicles","2013","2013","025","Secondhand Motor Cycles","14","Gold","Number","11"
